	File_Name	ENSEMBL	CHR	strand	SYMBOL	TSS	SPECIES	FILE_TYPE	PERTURBATION	DATASET
223	ASO_G0182165_AD_10.txt	ENSG00000182165	chr7	-	TP53TG1	87345528.0	human	ENSEMBL	ASO	Fantom
224	ASO_G0182165_AD_08.txt	ENSG00000182165	chr7	-	TP53TG1	87345528.0	human	ENSEMBL	ASO	Fantom
225	ASO_G0186615_09.txt	ENSG00000186615	chr14	-	KTN1-AS1	55580888.0	human	ENSEMBL	ASO	Fantom
226	ASO_G0186615_04.txt	ENSG00000186615	chr14	-	KTN1-AS1	55580888.0	human	ENSEMBL	ASO	Fantom
227	ASO_G0186615_03.txt	ENSG00000186615	chr14	-	KTN1-AS1	55580888.0	human	ENSEMBL	ASO	Fantom
228	ASO_G0198468_01.txt	ENSG00000198468	chr1	-	FLVCR1-DT	212858126.0	human	ENSEMBL	ASO	Fantom
229	ASO_G0198468_07.txt	ENSG00000198468	chr1	-	FLVCR1-DT	212858126.0	human	ENSEMBL	ASO	Fantom
230	ASO_G0198468_03.txt	ENSG00000198468	chr1	-	FLVCR1-DT	212858126.0	human	ENSEMBL	ASO	Fantom
231	ASO_G0203706_01.txt	ENSG00000203706	chr1	-	SERTAD4-AS1	210234047.0	human	ENSEMBL	ASO	Fantom
232	ASO_G0203721_05.txt	ENSG00000203721	chr1	-	LINC00862	200400705.0	human	ENSEMBL	ASO	Fantom
233	ASO_G0203721_02.txt	ENSG00000203721	chr1	-	LINC00862	200400705.0	human	ENSEMBL	ASO	Fantom
234	ASO_G0203739_10.txt	ENSG00000203739	chr1	-	PRDX6-AS1	173489407.0	human	ENSEMBL	ASO	Fantom
235	ASO_G0203739_AD_03.txt	ENSG00000203739	chr1	-	PRDX6-AS1	173489407.0	human	ENSEMBL	ASO	Fantom
236	ASO_G0204054_10.txt	ENSG00000204054	chr9	+	LINC00963	129476946.0	human	ENSEMBL	ASO	Fantom
237	ASO_G0204054_06.txt	ENSG00000204054	chr9	+	LINC00963	129476946.0	human	ENSEMBL	ASO	Fantom
238	ASO_G0204054_01.txt	ENSG00000204054	chr9	+	LINC00963	129476946.0	human	ENSEMBL	ASO	Fantom
239	ASO_G0205181_01.txt	ENSG00000205181	chr20	-	LINC00654	5526709.0	human	ENSEMBL	ASO	Fantom
240	ASO_G0205485_01.txt	ENSG00000205485	chr7	+	AC004980.7	76549360.0	human	ENSEMBL	ASO	Fantom
241	ASO_G0205485_03.txt	ENSG00000205485	chr7	+	AC004980.7	76549360.0	human	ENSEMBL	ASO	Fantom
242	ASO_G0212978_04.txt	ENSG00000212978	chr2	-	AC016747.3	61144969.0	human	ENSEMBL	ASO	Fantom
243	ASO_G0212978_03.txt	ENSG00000212978	chr2	-	AC016747.3	61144969.0	human	ENSEMBL	ASO	Fantom
244	ASO_G0212978_02.txt	ENSG00000212978	chr2	-	AC016747.3	61144969.0	human	ENSEMBL	ASO	Fantom
245	ASO_G0212978_01.txt	ENSG00000212978	chr2	-	AC016747.3	61144969.0	human	ENSEMBL	ASO	Fantom
246	ASO_G0214174_06.txt	ENSG00000214174	chr17	-	AMZ2P1	64975576.0	human	ENSEMBL	ASO	Fantom
247	ASO_G0214174_02.txt	ENSG00000214174	chr17	-	AMZ2P1	64975576.0	human	ENSEMBL	ASO	Fantom
248	ASO_G0214548_AD_06.txt	ENSG00000214548	chr14	+	MEG3	100779410.0	human	ENSEMBL	ASO	Fantom
249	ASO_G0214548_01.txt	ENSG00000214548	chr14	+	MEG3	100779410.0	human	ENSEMBL	ASO	Fantom
250	ASO_G0214548_AD_09.txt	ENSG00000214548	chr14	+	MEG3	100779410.0	human	ENSEMBL	ASO	Fantom
251	ASO_G0215039_01.txt	ENSG00000215039	chr12	-	CD27-AS1	6451567.0	human	ENSEMBL	ASO	Fantom
252	ASO_G0216775_03.txt	ENSG00000216775	chr6	+	RP1-152L7.5	52664366.0	human	ENSEMBL	ASO	Fantom
253	ASO_G0216775_01.txt	ENSG00000216775	chr6	+	RP1-152L7.5	52664366.0	human	ENSEMBL	ASO	Fantom
254	ASO_G0218510_AD_06.txt	ENSG00000218510	chr1	+	LINC00339	22024558.0	human	ENSEMBL	ASO	Fantom
255	ASO_G0218510_04.txt	ENSG00000218510	chr1	+	LINC00339	22024558.0	human	ENSEMBL	ASO	Fantom
256	ASO_G0218510_AD_03.txt	ENSG00000218510	chr1	+	LINC00339	22024558.0	human	ENSEMBL	ASO	Fantom
257	ASO_G0219665_AD_08.txt	ENSG00000219665	chr19	+	ZNF433-AS1	11987617.0	human	ENSEMBL	ASO	Fantom
258	ASO_G0219665_08.txt	ENSG00000219665	chr19	+	ZNF433-AS1	11987617.0	human	ENSEMBL	ASO	Fantom
259	ASO_G0219665_AD_04.txt	ENSG00000219665	chr19	+	ZNF433-AS1	11987617.0	human	ENSEMBL	ASO	Fantom
260	ASO_G0221817_AD_08.txt	ENSG00000221817	chr10	+	PPP3CB-AS1	73495525.0	human	ENSEMBL	ASO	Fantom
261	ASO_G0221817_04.txt	ENSG00000221817	chr10	+	PPP3CB-AS1	73495525.0	human	ENSEMBL	ASO	Fantom
262	ASO_G0223478_03.txt	ENSG00000223478	chr9	+	RP11-545E17.3	128724445.0	human	ENSEMBL	ASO	Fantom
263	ASO_G0223485_AD_06.txt	ENSG00000223485	chr6	-	LINC01615	169162992.0	human	ENSEMBL	ASO	Fantom
264	ASO_G0223485_AD_04.txt	ENSG00000223485	chr6	-	LINC01615	169162992.0	human	ENSEMBL	ASO	Fantom
265	ASO_G0223485_01.txt	ENSG00000223485	chr6	-	LINC01615	169162992.0	human	ENSEMBL	ASO	Fantom
266	ASO_G0223546_02.txt	ENSG00000223546	chrX	+	LINC00630	102769158.0	human	ENSEMBL	ASO	Fantom
267	ASO_G0223546_01.txt	ENSG00000223546	chrX	+	LINC00630	102769158.0	human	ENSEMBL	ASO	Fantom
268	ASO_G0223773_06.txt	ENSG00000223773	chrY	+	CD99P1	2609348.0	human	ENSEMBL	ASO	Fantom
270	ASO_G0223773_07.txt	ENSG00000223773	chrY	+	CD99P1	2609348.0	human	ENSEMBL	ASO	Fantom
272	ASO_G0223773_05.txt	ENSG00000223773	chrY	+	CD99P1	2609348.0	human	ENSEMBL	ASO	Fantom
274	ASO_G0223960_AD_10.txt	ENSG00000223960	chr2	+	CHROMR	178413635.0	human	ENSEMBL	ASO	Fantom
275	ASO_G0223960_08.txt	ENSG00000223960	chr2	+	CHROMR	178413635.0	human	ENSEMBL	ASO	Fantom
276	ASO_G0224086_06.txt	ENSG00000224086	chr22	+	PPM1F-AS1	21938269.0	human	ENSEMBL	ASO	Fantom
277	ASO_G0224086_04.txt	ENSG00000224086	chr22	+	PPM1F-AS1	21938269.0	human	ENSEMBL	ASO	Fantom
278	ASO_G0224086_03.txt	ENSG00000224086	chr22	+	PPM1F-AS1	21938269.0	human	ENSEMBL	ASO	Fantom
279	ASO_G0224165_AD_07.txt	ENSG00000224165	chr2	+	DNAJC27-AS1	24971390.0	human	ENSEMBL	ASO	Fantom
280	ASO_G0224165_10.txt	ENSG00000224165	chr2	+	DNAJC27-AS1	24971390.0	human	ENSEMBL	ASO	Fantom
281	ASO_G0224577_05.txt	ENSG00000224577	chr2	+	LINC01117	176495255.0	human	ENSEMBL	ASO	Fantom
282	ASO_G0224577_AD_05.txt	ENSG00000224577	chr2	+	LINC01117	176495255.0	human	ENSEMBL	ASO	Fantom
283	ASO_G0224577_02.txt	ENSG00000224577	chr2	+	LINC01117	176495255.0	human	ENSEMBL	ASO	Fantom
284	ASO_G0224577_01.txt	ENSG00000224577	chr2	+	LINC01117	176495255.0	human	ENSEMBL	ASO	Fantom
285	ASO_G0224597_05.txt	ENSG00000224597	chr10	+	SVIL-AS1	29409402.0	human	ENSEMBL	ASO	Fantom
286	ASO_G0224597_AD_04.txt	ENSG00000224597	chr10	+	SVIL-AS1	29409402.0	human	ENSEMBL	ASO	Fantom
287	ASO_G0224597_06.txt	ENSG00000224597	chr10	+	SVIL-AS1	29409402.0	human	ENSEMBL	ASO	Fantom
288	ASO_G0225377_05.txt	ENSG00000225377	chr20	-	NRSN2-AS1	348490.0	human	ENSEMBL	ASO	Fantom
289	ASO_G0225377_AD_05.txt	ENSG00000225377	chr20	-	NRSN2-AS1	348490.0	human	ENSEMBL	ASO	Fantom
290	ASO_G0225439_06.txt	ENSG00000225439	chr2	+	BOLA3-AS1	74148007.0	human	ENSEMBL	ASO	Fantom
291	ASO_G0225470_AD_04.txt	ENSG00000225470	chrX	+	JPX	73944182.0	human	ENSEMBL	ASO	Fantom
292	ASO_G0225470_05.txt	ENSG00000225470	chrX	+	JPX	73944182.0	human	ENSEMBL	ASO	Fantom
293	ASO_G0225733_03.txt	ENSG00000225733	chr3	-	FGD5-AS1	14948424.0	human	ENSEMBL	ASO	Fantom
294	ASO_G0225733_AD_06.txt	ENSG00000225733	chr3	-	FGD5-AS1	14948424.0	human	ENSEMBL	ASO	Fantom
295	ASO_G0225733_04.txt	ENSG00000225733	chr3	-	FGD5-AS1	14948424.0	human	ENSEMBL	ASO	Fantom
296	ASO_G0225733_AD_03.txt	ENSG00000225733	chr3	-	FGD5-AS1	14948424.0	human	ENSEMBL	ASO	Fantom
297	ASO_G0225791_AD_05.txt	ENSG00000225791	chr6	+	TRAM2-AS1	52576787.0	human	ENSEMBL	ASO	Fantom
298	ASO_G0225791_05.txt	ENSG00000225791	chr6	+	TRAM2-AS1	52576787.0	human	ENSEMBL	ASO	Fantom
299	ASO_G0226823_03.txt	ENSG00000226823	chr9	-	SUGT1P1	33510711.0	human	ENSEMBL	ASO	Fantom
300	ASO_G0226823_08.txt	ENSG00000226823	chr9	-	SUGT1P1	33510711.0	human	ENSEMBL	ASO	Fantom
301	ASO_G0226950_05.txt	ENSG00000226950	chr4	+	DANCR	52712325.0	human	ENSEMBL	ASO	Fantom
302	ASO_G0226950_04.txt	ENSG00000226950	chr4	+	DANCR	52712325.0	human	ENSEMBL	ASO	Fantom
303	ASO_G0226950_AD_07.txt	ENSG00000226950	chr4	+	DANCR	52712325.0	human	ENSEMBL	ASO	Fantom
304	ASO_G0226950_02.txt	ENSG00000226950	chr4	+	DANCR	52712325.0	human	ENSEMBL	ASO	Fantom
305	ASO_G0227036_04.txt	ENSG00000227036	chr17	-	LINC00511	72640472.0	human	ENSEMBL	ASO	Fantom
306	ASO_G0227036_AD_07.txt	ENSG00000227036	chr17	-	LINC00511	72640472.0	human	ENSEMBL	ASO	Fantom
307	ASO_G0227053_03.txt	ENSG00000227053	chr7	-	MUC12-AS1	101017608.0	human	ENSEMBL	ASO	Fantom
308	ASO_G0227053_04.txt	ENSG00000227053	chr7	-	MUC12-AS1	101017608.0	human	ENSEMBL	ASO	Fantom
309	ASO_G0227811_06.txt	ENSG00000227811	chr1	+	INKA2-AS1	111739579.0	human	ENSEMBL	ASO	Fantom
310	ASO_G0228109_07.txt	ENSG00000228109	chr3	+	MELTF-AS1	196999460.0	human	ENSEMBL	ASO	Fantom
311	ASO_G0228109_06.txt	ENSG00000228109	chr3	+	MELTF-AS1	196999460.0	human	ENSEMBL	ASO	Fantom
312	ASO_G0228288_01.txt	ENSG00000228288	chr1	+	PCAT6	202810954.0	human	ENSEMBL	ASO	Fantom
313	ASO_G0228526_10.txt	ENSG00000228526	chr1	-	MIR34AHG	9198906.0	human	ENSEMBL	ASO	Fantom
314	ASO_G0228630_POS_07.txt	ENSG00000228630	chr12	-	HOTAIR	53974956.0	human	ENSEMBL	ASO	Fantom
315	ASO_G0228630_POS_06.txt	ENSG00000228630	chr12	-	HOTAIR	53974956.0	human	ENSEMBL	ASO	Fantom
316	ASO_G0229043_AD_04.txt	ENSG00000229043	chr7	+	ZFAND2A-DT	1160374.0	human	ENSEMBL	ASO	Fantom
317	ASO_G0229043_07.txt	ENSG00000229043	chr7	+	ZFAND2A-DT	1160374.0	human	ENSEMBL	ASO	Fantom
318	ASO_G0229647_AD_09.txt	ENSG00000229647	chr2	+	MYOSLID	207166120.0	human	ENSEMBL	ASO	Fantom
319	ASO_G0229647_06.txt	ENSG00000229647	chr2	+	MYOSLID	207166120.0	human	ENSEMBL	ASO	Fantom
320	ASO_G0229847_01.txt	ENSG00000229847	chr10	-	EMX2OS	117545068.0	human	ENSEMBL	ASO	Fantom
321	ASO_G0229847_AD_04.txt	ENSG00000229847	chr10	-	EMX2OS	117545068.0	human	ENSEMBL	ASO	Fantom
322	ASO_G0229847_03.txt	ENSG00000229847	chr10	-	EMX2OS	117545068.0	human	ENSEMBL	ASO	Fantom
323	ASO_G0229847_AD_02.txt	ENSG00000229847	chr10	-	EMX2OS	117545068.0	human	ENSEMBL	ASO	Fantom
324	ASO_G0229852_03.txt	ENSG00000229852	chr6	+	RP11-398K22.12	73263212.0	human	ENSEMBL	ASO	Fantom
325	ASO_G0229852_05.txt	ENSG00000229852	chr6	+	RP11-398K22.12	73263212.0	human	ENSEMBL	ASO	Fantom
326	ASO_G0229852_AD_01.txt	ENSG00000229852	chr6	+	RP11-398K22.12	73263212.0	human	ENSEMBL	ASO	Fantom
327	ASO_G0230074_07.txt	ENSG00000230074	chr9	+	RP11-195F19.9	34665607.0	human	ENSEMBL	ASO	Fantom
328	ASO_G0230074_05.txt	ENSG00000230074	chr9	+	RP11-195F19.9	34665607.0	human	ENSEMBL	ASO	Fantom
329	ASO_G0230082_01.txt	ENSG00000230082	chr3	+	PRRT3-AS1	9947404.0	human	ENSEMBL	ASO	Fantom
330	ASO_G0230417_02.txt	ENSG00000230417	chr10	+	LINC00856	78179185.0	human	ENSEMBL	ASO	Fantom
331	ASO_G0230417_01.txt	ENSG00000230417	chr10	+	LINC00856	78179185.0	human	ENSEMBL	ASO	Fantom
332	ASO_G0230590_02.txt	ENSG00000230590	chrX	-	FTX	74293574.0	human	ENSEMBL	ASO	Fantom
333	ASO_G0230590_AD_03.txt	ENSG00000230590	chrX	-	FTX	74293574.0	human	ENSEMBL	ASO	Fantom
334	ASO_G0230590_05.txt	ENSG00000230590	chrX	-	FTX	74293574.0	human	ENSEMBL	ASO	Fantom
335	ASO_G0230590_06.txt	ENSG00000230590	chrX	-	FTX	74293574.0	human	ENSEMBL	ASO	Fantom
336	ASO_G0230590_AD_02.txt	ENSG00000230590	chrX	-	FTX	74293574.0	human	ENSEMBL	ASO	Fantom
337	ASO_G0230630_AD_10.txt	ENSG00000230630	chr1	-	DNM3OS	172144840.0	human	ENSEMBL	ASO	Fantom
338	ASO_G0230630_AD_04.txt	ENSG00000230630	chr1	-	DNM3OS	172144840.0	human	ENSEMBL	ASO	Fantom
339	ASO_G0230844_01.txt	ENSG00000230844	chrX	+	ZNF674-AS1	46545438.0	human	ENSEMBL	ASO	Fantom
340	ASO_G0230844_AD_06.txt	ENSG00000230844	chrX	+	ZNF674-AS1	46545438.0	human	ENSEMBL	ASO	Fantom
341	ASO_G0231185_03.txt	ENSG00000231185	chr5	+	SPRY4-AS1	142325293.0	human	ENSEMBL	ASO	Fantom
342	ASO_G0231185_02.txt	ENSG00000231185	chr5	+	SPRY4-AS1	142325293.0	human	ENSEMBL	ASO	Fantom
343	ASO_G0231187_02.txt	ENSG00000231187	chr10	-	RP11-38L15.3	46598150.0	human	ENSEMBL	ASO	Fantom
344	ASO_G0231187_07.txt	ENSG00000231187	chr10	-	RP11-38L15.3	46598150.0	human	ENSEMBL	ASO	Fantom
345	ASO_G0231312_02.txt	ENSG00000231312	chr2	+	MAP4K3-DT	39436530.0	human	ENSEMBL	ASO	Fantom
346	ASO_G0231312_04.txt	ENSG00000231312	chr2	+	MAP4K3-DT	39436530.0	human	ENSEMBL	ASO	Fantom
347	ASO_G0232110_AD_02.txt	ENSG00000232110	chr10	+	RP11-149I23.3	89283636.0	human	ENSEMBL	ASO	Fantom
348	ASO_G0232110_AD_06.txt	ENSG00000232110	chr10	+	RP11-149I23.3	89283636.0	human	ENSEMBL	ASO	Fantom
349	ASO_G0232725_AD_10.txt	ENSG00000232725	chrX	-	U52111.14	153766478.0	human	ENSEMBL	ASO	Fantom
350	ASO_G0232725_05.txt	ENSG00000232725	chrX	-	U52111.14	153766478.0	human	ENSEMBL	ASO	Fantom
351	ASO_G0233117_02.txt	ENSG00000233117	chr10	-	LINC00702	4243912.0	human	ENSEMBL	ASO	Fantom
352	ASO_G0233117_04.txt	ENSG00000233117	chr10	-	LINC00702	4243912.0	human	ENSEMBL	ASO	Fantom
353	ASO_G0233396_02.txt	ENSG00000233396	chr1	+	LINC01719	146052566.0	human	ENSEMBL	ASO	Fantom
354	ASO_G0233396_07.txt	ENSG00000233396	chr1	+	LINC01719	146052566.0	human	ENSEMBL	ASO	Fantom
355	ASO_G0233461_AD_03.txt	ENSG00000233461	chr1	-	RP11-295G20.2	231528618.0	human	ENSEMBL	ASO	Fantom
356	ASO_G0233527_02.txt	ENSG00000233527	chr19	+	ZNF529-AS1	36573070.0	human	ENSEMBL	ASO	Fantom
357	ASO_G0233527_03.txt	ENSG00000233527	chr19	+	ZNF529-AS1	36573070.0	human	ENSEMBL	ASO	Fantom
358	ASO_G0233527_07.txt	ENSG00000233527	chr19	+	ZNF529-AS1	36573070.0	human	ENSEMBL	ASO	Fantom
359	ASO_G0233621_05.txt	ENSG00000233621	chr1	-	LINC01137	37474411.0	human	ENSEMBL	ASO	Fantom
360	ASO_G0233621_01.txt	ENSG00000233621	chr1	-	LINC01137	37474411.0	human	ENSEMBL	ASO	Fantom
361	ASO_G0233901_02.txt	ENSG00000233901	chr9	+	LINC01503	129332300.0	human	ENSEMBL	ASO	Fantom
362	ASO_G0233901_04.txt	ENSG00000233901	chr9	+	LINC01503	129332300.0	human	ENSEMBL	ASO	Fantom
363	ASO_G0233901_05.txt	ENSG00000233901	chr9	+	LINC01503	129332300.0	human	ENSEMBL	ASO	Fantom
364	ASO_G0233937_05.txt	ENSG00000233937	chr5	+	CTC-338M12.4	181246507.0	human	ENSEMBL	ASO	Fantom
365	ASO_G0234171_02.txt	ENSG00000234171	chr2	+	RNASEH1-AS1	3558474.0	human	ENSEMBL	ASO	Fantom
366	ASO_G0234171_09.txt	ENSG00000234171	chr2	+	RNASEH1-AS1	3558474.0	human	ENSEMBL	ASO	Fantom
367	ASO_G0234171_01.txt	ENSG00000234171	chr2	+	RNASEH1-AS1	3558474.0	human	ENSEMBL	ASO	Fantom
368	ASO_G0234171_03.txt	ENSG00000234171	chr2	+	RNASEH1-AS1	3558474.0	human	ENSEMBL	ASO	Fantom
369	ASO_G0234171_06.txt	ENSG00000234171	chr2	+	RNASEH1-AS1	3558474.0	human	ENSEMBL	ASO	Fantom
370	ASO_G0234327_01.txt	ENSG00000234327	chr17	+	ZNF232-AS1	5111468.0	human	ENSEMBL	ASO	Fantom
371	ASO_G0234327_07.txt	ENSG00000234327	chr17	+	ZNF232-AS1	5111468.0	human	ENSEMBL	ASO	Fantom
372	ASO_G0234420_01.txt	ENSG00000234420	chr10	-	ZNF37BP	42552822.0	human	ENSEMBL	ASO	Fantom
373	ASO_G0234456_04.txt	ENSG00000234456	chr7	+	MAGI2-AS3	79452877.0	human	ENSEMBL	ASO	Fantom
374	ASO_G0234456_01.txt	ENSG00000234456	chr7	+	MAGI2-AS3	79452877.0	human	ENSEMBL	ASO	Fantom
375	ASO_G0234546_02.txt	ENSG00000234546	chr1	+	LNCTAM34A	9182004.0	human	ENSEMBL	ASO	Fantom
376	ASO_G0234546_07.txt	ENSG00000234546	chr1	+	LNCTAM34A	9182004.0	human	ENSEMBL	ASO	Fantom
377	ASO_G0234546_01.txt	ENSG00000234546	chr1	+	LNCTAM34A	9182004.0	human	ENSEMBL	ASO	Fantom
378	ASO_G0234608_AD_01.txt	ENSG00000234608	chr12	-	MAPKAPK5-AS1	111842902.0	human	ENSEMBL	ASO	Fantom
379	ASO_G0234608_AD_04.txt	ENSG00000234608	chr12	-	MAPKAPK5-AS1	111842902.0	human	ENSEMBL	ASO	Fantom
380	ASO_G0234608_06.txt	ENSG00000234608	chr12	-	MAPKAPK5-AS1	111842902.0	human	ENSEMBL	ASO	Fantom
381	ASO_G0236618_AD_07.txt	ENSG00000236618	chr17	+	PITPNA-AS1	1516931.0	human	ENSEMBL	ASO	Fantom
382	ASO_G0236618_AD_09.txt	ENSG00000236618	chr17	+	PITPNA-AS1	1516931.0	human	ENSEMBL	ASO	Fantom
383	ASO_G0236753_AD_01.txt	ENSG00000236753	chr7	-	MKLN1-AS	131328312.0	human	ENSEMBL	ASO	Fantom
384	ASO_G0236810_AD_02.txt	ENSG00000236810	chr1	-	ELOA-AS1	23778296.0	human	ENSEMBL	ASO	Fantom
385	ASO_G0236810_AD_06.txt	ENSG00000236810	chr1	-	ELOA-AS1	23778296.0	human	ENSEMBL	ASO	Fantom
386	ASO_G0237187_AD_01.txt	ENSG00000237187	chr5	-	NR2F1-AS1	93585649.0	human	ENSEMBL	ASO	Fantom
387	ASO_G0237187_AD_08.txt	ENSG00000237187	chr5	-	NR2F1-AS1	93585649.0	human	ENSEMBL	ASO	Fantom
388	ASO_G0237187_03.txt	ENSG00000237187	chr5	-	NR2F1-AS1	93585649.0	human	ENSEMBL	ASO	Fantom
389	ASO_G0237187_01.txt	ENSG00000237187	chr5	-	NR2F1-AS1	93585649.0	human	ENSEMBL	ASO	Fantom
390	ASO_G0237298_09.txt	ENSG00000237298	chr2	+	TTN-AS1	178521183.0	human	ENSEMBL	ASO	Fantom
391	ASO_G0237298_01.txt	ENSG00000237298	chr2	+	TTN-AS1	178521183.0	human	ENSEMBL	ASO	Fantom
392	ASO_G0237854_05.txt	ENSG00000237854	chr17	+	LINC00674	68101908.0	human	ENSEMBL	ASO	Fantom
393	ASO_G0237854_AD_02.txt	ENSG00000237854	chr17	+	LINC00674	68101908.0	human	ENSEMBL	ASO	Fantom
394	ASO_G0237854_AD_04.txt	ENSG00000237854	chr17	+	LINC00674	68101908.0	human	ENSEMBL	ASO	Fantom
395	ASO_G0238266_03.txt	ENSG00000238266	chr10	+	LINC00707	6779549.0	human	ENSEMBL	ASO	Fantom
396	ASO_G0238266_AD_06.txt	ENSG00000238266	chr10	+	LINC00707	6779549.0	human	ENSEMBL	ASO	Fantom
397	ASO_G0240498_POS_04.txt	ENSG00000240498	chr9	+	CDKN2B-AS1	21994139.0	human	ENSEMBL	ASO	Fantom
398	ASO_G0240498_POS_01.txt	ENSG00000240498	chr9	+	CDKN2B-AS1	21994139.0	human	ENSEMBL	ASO	Fantom
399	ASO_G0240875_01.txt	ENSG00000240875	chr3	-	LINC00886	156817062.0	human	ENSEMBL	ASO	Fantom
400	ASO_G0240875_03.txt	ENSG00000240875	chr3	-	LINC00886	156817062.0	human	ENSEMBL	ASO	Fantom
401	ASO_G0240875_10.txt	ENSG00000240875	chr3	-	LINC00886	156817062.0	human	ENSEMBL	ASO	Fantom
402	ASO_G0240875_04.txt	ENSG00000240875	chr3	-	LINC00886	156817062.0	human	ENSEMBL	ASO	Fantom
403	ASO_G0240875_02.txt	ENSG00000240875	chr3	-	LINC00886	156817062.0	human	ENSEMBL	ASO	Fantom
404	ASO_G0241990_01.txt	ENSG00000241990	chr22	+	PRR34-AS1	46053705.0	human	ENSEMBL	ASO	Fantom
405	ASO_G0241990_07.txt	ENSG00000241990	chr22	+	PRR34-AS1	46053705.0	human	ENSEMBL	ASO	Fantom
406	ASO_G0242147_07.txt	ENSG00000242147	chr10	-	LASTR	5632566.0	human	ENSEMBL	ASO	Fantom
407	ASO_G0242147_05.txt	ENSG00000242147	chr10	-	LASTR	5632566.0	human	ENSEMBL	ASO	Fantom
408	ASO_G0243701_AD_09.txt	ENSG00000243701	chr3	+	DUBR	107220744.0	human	ENSEMBL	ASO	Fantom
409	ASO_G0243701_01.txt	ENSG00000243701	chr3	+	DUBR	107220744.0	human	ENSEMBL	ASO	Fantom
410	ASO_G0243701_AD_08.txt	ENSG00000243701	chr3	+	DUBR	107220744.0	human	ENSEMBL	ASO	Fantom
411	ASO_G0244625_AD_09.txt	ENSG00000244625	chr22	+	MIATNB	26672747.0	human	ENSEMBL	ASO	Fantom
412	ASO_G0244625_AD_08.txt	ENSG00000244625	chr22	+	MIATNB	26672747.0	human	ENSEMBL	ASO	Fantom
413	ASO_G0244625_09.txt	ENSG00000244625	chr22	+	MIATNB	26672747.0	human	ENSEMBL	ASO	Fantom
414	ASO_G0244625_04.txt	ENSG00000244625	chr22	+	MIATNB	26672747.0	human	ENSEMBL	ASO	Fantom
415	ASO_G0245213_04.txt	ENSG00000245213	chr4	-	RP11-10K16.1	173169652.0	human	ENSEMBL	ASO	Fantom
416	ASO_G0245213_AD_04.txt	ENSG00000245213	chr4	-	RP11-10K16.1	173169652.0	human	ENSEMBL	ASO	Fantom
417	ASO_G0245213_AD_03.txt	ENSG00000245213	chr4	-	RP11-10K16.1	173169652.0	human	ENSEMBL	ASO	Fantom
418	ASO_NEAT1_1.txt	ENSG00000245532	chr11	+	NEAT1	65422774.0	human	ENSEMBL	ASO	Fantom
419	ASO_NEAT1_2.txt	ENSG00000245532	chr11	+	NEAT1	65422774.0	human	ENSEMBL	ASO	Fantom
420	ASO_G0245571_06.txt	ENSG00000245571	chr11	-	FAM111A-DT	59143015.0	human	ENSEMBL	ASO	Fantom
421	ASO_G0245849_AD_07.txt	ENSG00000245849	chr15	-	RAD51-AS1	40695107.0	human	ENSEMBL	ASO	Fantom
422	ASO_G0245937_AD_05.txt	ENSG00000245937	chr5	-	LINC01184	128083172.0	human	ENSEMBL	ASO	Fantom
423	ASO_G0245937_01.txt	ENSG00000245937	chr5	-	LINC01184	128083172.0	human	ENSEMBL	ASO	Fantom
424	ASO_G0245937_AD_02.txt	ENSG00000245937	chr5	-	LINC01184	128083172.0	human	ENSEMBL	ASO	Fantom
425	ASO_G0245958_AD_04.txt	ENSG00000245958	chr4	+	SEPTIN7P14	119454791.0	human	ENSEMBL	ASO	Fantom
426	ASO_G0245958_AD_07.txt	ENSG00000245958	chr4	+	SEPTIN7P14	119454791.0	human	ENSEMBL	ASO	Fantom
427	ASO_G0246067_05.txt	ENSG00000246067	chr11	+	RAB30-DT	83072052.0	human	ENSEMBL	ASO	Fantom
428	ASO_G0246067_AD_04.txt	ENSG00000246067	chr11	+	RAB30-DT	83072052.0	human	ENSEMBL	ASO	Fantom
429	ASO_G0246067_01.txt	ENSG00000246067	chr11	+	RAB30-DT	83072052.0	human	ENSEMBL	ASO	Fantom
430	ASO_G0246067_AD_06.txt	ENSG00000246067	chr11	+	RAB30-DT	83072052.0	human	ENSEMBL	ASO	Fantom
431	ASO_G0246067_AD_09.txt	ENSG00000246067	chr11	+	RAB30-DT	83072052.0	human	ENSEMBL	ASO	Fantom
432	ASO_G0246089_02.txt	ENSG00000246089	chr8	-	RP11-115C21.2	6407142.0	human	ENSEMBL	ASO	Fantom
433	ASO_G0246273_02.txt	ENSG00000246273	chr11	+	SBF2-AS1	9758268.0	human	ENSEMBL	ASO	Fantom
434	ASO_G0246430_03.txt	ENSG00000246430	chr8	-	LINC00968	56559823.0	human	ENSEMBL	ASO	Fantom
435	ASO_G0246430_AD_03.txt	ENSG00000246430	chr8	-	LINC00968	56559823.0	human	ENSEMBL	ASO	Fantom
436	ASO_G0246985_AD_01.txt	ENSG00000246985	chr12	-	SOCS2-AS1	93571768.0	human	ENSEMBL	ASO	Fantom
437	ASO_G0246985_AD_04.txt	ENSG00000246985	chr12	-	SOCS2-AS1	93571768.0	human	ENSEMBL	ASO	Fantom
438	ASO_G0246985_10.txt	ENSG00000246985	chr12	-	SOCS2-AS1	93571768.0	human	ENSEMBL	ASO	Fantom
439	ASO_G0247240_AD_06.txt	ENSG00000247240	chr15	+	UBL7-AS1	74461265.0	human	ENSEMBL	ASO	Fantom
